opportunity_id,snapshot_date,account_id,seller_id,product,segment,channel,created_date,amount,expected_close,stage,category,stage_entered,last_activity,close_date,loss_reason,source_kind,scenario_id
SIM-0185,2026-07-03,A015,S010,GTX Plus Basic,Scale,Inbound,2026-05-20,83000,2026-07-24,Proposal,Best Case,2026-06-28,2026-06-28,,,synthetic,planning-v2-seed-20260920
SIM-0186,2026-07-03,A016,S011,GTX Plus Pro,Growth,Partner,2026-05-01,40000,2026-07-13,Negotiation,Commit,2026-06-28,2026-06-28,,,synthetic,planning-v2-seed-20260920
SIM-0187,2026-07-03,A017,S012,GTX Pro,Enterprise,Outbound,2026-04-24,34000,2026-07-21,Negotiation,Best Case,2026-07-03,2026-07-03,,,synthetic,planning-v2-seed-20260920
SIM-0188,2026-07-03,A018,S013,MG Advanced,Scale,Inbound,2026-05-11,51000,2026-07-27,Proposal,Best Case,2026-06-26,2026-06-26,,,synthetic,planning-v2-seed-20260920
SIM-0189,2026-07-03,A019,S014,MG Special,Growth,Partner,2026-02-22,91000,2026-06-14,Won,Closed,2026-06-14,2026-06-14,2026-06-14,,synthetic,planning-v2-seed-20260920
SIM-0192,2026-07-03,A022,S017,GTX Plus Basic,Growth,Partner,2025-12-21,62000,2026-02-16,Lost,Closed,2026-02-16,2026-02-16,2026-02-16,Process,synthetic,planning-v2-seed-20260920
SIM-0194,2026-07-03,A024,S019,GTX Pro,Scale,Inbound,2026-01-30,85000,2026-05-10,Lost,Closed,2026-05-10,2026-05-10,2026-05-10,No decision,synthetic,planning-v2-seed-20260920
SIM-0195,2026-07-03,A025,S020,MG Advanced,Growth,Partner,2026-05-23,62000,2026-09-15,Qualification,Pipeline,2026-06-15,2026-06-15,,,synthetic,planning-v2-seed-20260920
SIM-0196,2026-07-03,A026,S021,MG Special,Enterprise,Outbound,2026-06-04,14000,2026-08-06,Discovery,Pipeline,2026-06-29,2026-06-29,,,synthetic,planning-v2-seed-20260920
SIM-0197,2026-07-03,A027,S022,GTK 500,Scale,Inbound,2026-04-04,66000,2026-09-04,Proposal,Best Case,2026-06-13,2026-06-13,,,synthetic,planning-v2-seed-20260920
SIM-0199,2026-07-03,A029,S024,GTX Plus Basic,Enterprise,Outbound,2026-01-15,68000,2026-03-21,Lost,Closed,2026-03-21,2026-03-21,2026-03-21,Competition,synthetic,planning-v2-seed-20260920
SIM-0200,2026-07-03,A030,S025,GTX Plus Pro,Scale,Inbound,2026-01-24,29000,2026-03-30,Lost,Closed,2026-03-30,2026-03-30,2026-03-30,Process,synthetic,planning-v2-seed-20260920
SIM-0201,2026-07-03,A031,S026,GTX Pro,Growth,Partner,2026-05-28,70000,2026-09-12,Qualification,Pipeline,2026-06-18,2026-06-18,,,synthetic,planning-v2-seed-20260920
SIM-0203,2026-07-03,A033,S028,MG Special,Scale,Inbound,2026-06-04,59000,2026-08-25,Qualification,Pipeline,2026-06-20,2026-06-20,,,synthetic,planning-v2-seed-20260920
SIM-0205,2026-07-03,A035,S030,GTX Basic,Enterprise,Outbound,2026-01-30,70000,2026-05-08,Won,Closed,2026-05-08,2026-05-08,2026-05-08,,synthetic,planning-v2-seed-20260920
SIM-0211,2026-07-03,A041,S001,GTK 500,Enterprise,Outbound,2026-05-23,97000,2026-09-19,Qualification,Pipeline,2026-06-15,2026-06-15,,,synthetic,planning-v2-seed-20260920
SIM-0212,2026-07-03,A042,S002,GTX Basic,Scale,Inbound,2026-06-29,33000,2026-08-15,Prospecting,Pipeline,2026-06-29,2026-06-29,,,synthetic,planning-v2-seed-20260920
SIM-0213,2026-07-03,,S003,GTX Plus Basic,Growth,Partner,2026-01-29,17000,2026-04-08,Lost,Closed,2026-04-08,2026-04-08,2026-04-08,Price,synthetic,planning-v2-seed-20260920
SIM-0215,2026-07-03,A045,S005,GTX Pro,Scale,Inbound,2026-06-16,82000,2026-10-12,Prospecting,Pipeline,2026-06-16,2026-06-16,,,synthetic,planning-v2-seed-20260920
SIM-0216,2026-07-03,A046,S006,MG Advanced,Growth,Partner,2025-12-31,95000,2026-04-20,Won,Closed,2026-04-20,2026-04-20,2026-04-20,,synthetic,planning-v2-seed-20260920
SIM-0217,2026-07-03,A047,S007,MG Special,Enterprise,Outbound,2026-05-30,84000,2026-06-29,Proposal,Best Case,2026-07-03,2026-07-03,,,synthetic,planning-v2-seed-20260920
SIM-0218,2026-07-03,A048,S008,GTK 500,Scale,Inbound,2026-04-15,71000,2026-07-01,Lost,Closed,2026-07-01,2026-07-01,2026-07-01,No decision,synthetic,planning-v2-seed-20260920
SIM-0219,2026-07-03,A049,S009,GTX Basic,Growth,Partner,2025-12-29,86000,2026-04-04,Won,Closed,2026-04-04,2026-04-04,2026-04-04,,synthetic,planning-v2-seed-20260920
SIM-0220,2026-07-03,A050,S010,GTX Plus Basic,Enterprise,Outbound,2026-02-17,26000,2026-06-09,Lost,Closed,2026-06-09,2026-06-09,2026-06-09,Process,synthetic,planning-v2-seed-20260920
SIM-0221,2026-07-03,A051,S011,GTX Plus Pro,Scale,Inbound,2026-02-21,53000,2026-04-18,Won,Closed,2026-04-18,2026-04-18,2026-04-18,,synthetic,planning-v2-seed-20260920
SIM-0223,2026-07-03,A053,S013,MG Advanced,Enterprise,Outbound,2026-01-12,73000,2026-02-24,Won,Closed,2026-02-24,2026-02-24,2026-02-24,,synthetic,planning-v2-seed-20260920
SIM-0225,2026-07-03,A055,S015,GTK 500,Growth,Partner,2026-01-10,27000,2026-03-08,Won,Closed,2026-03-08,2026-03-08,2026-03-08,,synthetic,planning-v2-seed-20260920
SIM-0226,2026-07-03,A056,S016,GTX Basic,Enterprise,Outbound,2026-05-24,39000,2026-06-28,Proposal,Best Case,2026-06-30,2026-06-30,,,synthetic,planning-v2-seed-20260920
SIM-0227,2026-07-03,A057,S017,GTX Plus Basic,Scale,Inbound,2026-04-06,63000,2026-06-22,Lost,Closed,2026-06-22,2026-06-22,2026-06-22,Competition,synthetic,planning-v2-seed-20260920
SIM-0228,2026-07-03,A058,S018,GTX Plus Pro,Growth,Partner,2026-02-27,23000,2026-06-16,Won,Closed,2026-06-16,2026-06-16,2026-06-16,,synthetic,planning-v2-seed-20260920
SIM-0229,2026-07-03,A059,S019,GTX Pro,Enterprise,Outbound,2026-03-12,87000,2026-04-10,Won,Closed,2026-04-10,2026-04-10,2026-04-10,,synthetic,planning-v2-seed-20260920
SIM-0230,2026-07-03,A060,S020,MG Advanced,Scale,Inbound,2025-12-27,31000,2026-03-15,Won,Closed,2026-03-15,2026-03-15,2026-03-15,,synthetic,planning-v2-seed-20260920
SIM-0231,2026-07-03,A061,S021,MG Special,Growth,Partner,2026-01-06,19000,2026-02-21,Lost,Closed,2026-02-21,2026-02-21,2026-02-21,Competition,synthetic,planning-v2-seed-20260920
SIM-0232,2026-07-03,A062,S022,GTK 500,Enterprise,Outbound,2026-03-11,46000,2026-06-22,Lost,Closed,2026-06-22,2026-06-22,2026-06-22,Process,synthetic,planning-v2-seed-20260920
SIM-0233,2026-07-03,A063,S023,GTX Basic,Scale,Inbound,2026-03-14,24000,2026-06-09,Lost,Closed,2026-06-09,2026-06-09,2026-06-09,Price,synthetic,planning-v2-seed-20260920
SIM-0235,2026-07-03,A065,S025,GTX Plus Pro,Enterprise,Outbound,2026-01-02,60000,2026-02-09,Won,Closed,2026-02-09,2026-02-09,2026-02-09,,synthetic,planning-v2-seed-20260920
SIM-0236,2026-07-03,A066,S026,GTX Pro,Scale,Inbound,2026-05-05,78000,2026-06-11,Won,Closed,2026-06-11,2026-06-11,2026-06-11,,synthetic,planning-v2-seed-20260920
SIM-0239,2026-07-03,A069,S029,GTK 500,Scale,Inbound,2026-03-06,69000,2026-04-14,Won,Closed,2026-04-14,2026-04-14,2026-04-14,,synthetic,planning-v2-seed-20260920
SIM-0240,2026-07-03,A070,S030,GTX Basic,Growth,Partner,2026-06-30,,2026-07-27,Prospecting,Pipeline,2026-06-30,2026-06-30,,,synthetic,planning-v2-seed-20260920
SIM-0246,2026-07-03,A076,S001,GTK 500,Growth,Partner,2026-06-06,17000,2026-09-15,Discovery,Pipeline,2026-07-02,2026-07-02,,,synthetic,planning-v2-seed-20260920
SIM-0247,2026-07-03,A077,S002,GTX Basic,Enterprise,Outbound,2026-06-02,31000,2026-08-31,Qualification,Pipeline,2026-06-20,2026-06-20,,,synthetic,planning-v2-seed-20260920
SIM-0248,2026-07-03,A078,S003,GTX Plus Basic,Scale,Inbound,2025-12-26,13000,2026-03-09,Lost,Closed,2026-03-09,2026-03-09,2026-03-09,Process,synthetic,planning-v2-seed-20260920
SIM-0249,2026-07-03,A079,S004,GTX Plus Pro,Growth,Partner,2026-03-23,35000,2026-06-17,Negotiation,Commit,2026-05-30,2026-05-30,,,synthetic,planning-v2-seed-20260920
SIM-0250,2026-07-03,A080,S005,GTX Pro,Enterprise,Outbound,2025-12-15,75000,2026-04-29,Won,Closed,2026-04-29,2026-04-29,2026-04-29,,synthetic,planning-v2-seed-20260920
SIM-0251,2026-07-03,A081,S006,MG Advanced,Scale,Inbound,2026-02-16,77000,2026-05-19,Lost,Closed,2026-05-19,2026-05-19,2026-05-19,Competition,synthetic,planning-v2-seed-20260920
SIM-0252,2026-07-03,A082,S007,MG Special,Growth,Partner,2025-12-02,13000,2026-03-04,Won,Closed,2026-03-04,2026-03-04,2026-03-04,,synthetic,planning-v2-seed-20260920
SIM-0254,2026-07-03,A084,S009,GTX Basic,Scale,Inbound,2025-12-30,88000,2026-03-17,Lost,Closed,2026-03-17,2026-03-17,2026-03-17,No decision,synthetic,planning-v2-seed-20260920
SIM-0256,2026-07-03,A001,S011,GTX Plus Pro,Growth,Outbound,2025-12-18,13000,2026-02-06,Won,Closed,2026-02-06,2026-02-06,2026-02-06,,synthetic,planning-v2-seed-20260920
SIM-0259,2026-07-03,A004,S014,MG Special,Growth,Outbound,2026-02-10,41000,2026-06-18,Won,Closed,2026-06-18,2026-06-18,2026-06-18,,synthetic,planning-v2-seed-20260920
SIM-0260,2026-07-03,A005,S015,GTK 500,Enterprise,Inbound,2026-02-08,83000,2026-05-27,Lost,Closed,2026-05-27,2026-05-27,2026-05-27,Process,synthetic,planning-v2-seed-20260920
SIM-0261,2026-07-03,A006,S016,GTX Basic,Scale,Partner,2025-12-16,12000,2026-04-28,Lost,Closed,2026-04-28,2026-04-28,2026-04-28,Price,synthetic,planning-v2-seed-20260920
SIM-0262,2026-07-03,A007,S017,GTX Plus Basic,Growth,Outbound,2025-12-31,39000,2026-04-17,Lost,Closed,2026-04-17,2026-04-17,2026-04-17,No decision,synthetic,planning-v2-seed-20260920
SIM-0263,2026-07-03,A008,S018,GTX Plus Pro,Enterprise,Inbound,2026-01-14,13000,2026-03-18,Won,Closed,2026-03-18,2026-03-18,2026-03-18,,synthetic,planning-v2-seed-20260920
SIM-0264,2026-07-03,A009,S019,GTX Pro,Scale,Partner,2026-05-16,22000,2026-07-05,Negotiation,Commit,2026-06-25,2026-06-25,,,synthetic,planning-v2-seed-20260920
SIM-0268,2026-07-03,A013,S023,GTX Basic,Growth,Outbound,2026-02-18,40000,2026-05-10,Won,Closed,2026-05-10,2026-05-10,2026-05-10,,synthetic,planning-v2-seed-20260920
SIM-0270,2026-07-03,A015,S025,GTX Plus Pro,Scale,Partner,2026-04-12,53000,2026-07-14,Negotiation,Commit,2026-06-25,2026-06-25,,,synthetic,planning-v2-seed-20260920
SIM-0271,2026-07-03,A016,S026,GTX Pro,Growth,Outbound,2026-04-24,81000,2026-07-20,Proposal,Best Case,2026-07-02,2026-07-02,,,synthetic,planning-v2-seed-20260920
SIM-0274,2026-07-03,A019,S029,GTK 500,Growth,Outbound,2026-01-08,8000,2026-02-20,Lost,Closed,2026-02-20,2026-02-20,2026-02-20,No decision,synthetic,planning-v2-seed-20260920
SIM-0279,2026-07-03,A024,S034,MG Advanced,Scale,Partner,2026-07-02,59000,2026-10-04,Prospecting,Pipeline,2026-07-02,2026-07-02,,,synthetic,planning-v2-seed-20260920
SIM-0281,2026-07-03,A026,S001,GTK 500,Enterprise,Inbound,2026-02-16,19000,2026-04-11,Lost,Closed,2026-04-11,2026-04-11,2026-04-11,Price,synthetic,planning-v2-seed-20260920
SIM-0282,2026-07-03,A027,S002,GTX Basic,Scale,Partner,2026-03-19,80000,2026-05-15,Lost,Closed,2026-05-15,2026-05-15,2026-05-15,No decision,synthetic,planning-v2-seed-20260920
SIM-0284,2026-07-03,A029,S004,GTX Plus Pro,Enterprise,Inbound,2026-01-02,84000,2026-03-08,Won,Closed,2026-03-08,2026-03-08,2026-03-08,,synthetic,planning-v2-seed-20260920
SIM-0285,2026-07-03,A030,S005,GTX Pro,Scale,Partner,2026-05-29,64000,2026-06-27,Won,Closed,2026-06-27,2026-06-27,2026-06-27,,synthetic,planning-v2-seed-20260920
SIM-0286,2026-07-03,A031,S006,MG Advanced,Growth,Outbound,2026-01-29,23000,2026-05-01,Lost,Closed,2026-05-01,2026-05-01,2026-05-01,No decision,synthetic,planning-v2-seed-20260920
SIM-0288,2026-07-03,A033,S008,GTK 500,Scale,Partner,2026-04-15,30000,2026-05-25,Won,Closed,2026-05-25,2026-05-25,2026-05-25,,synthetic,planning-v2-seed-20260920
SIM-0289,2026-07-03,A034,S009,GTX Basic,Growth,Outbound,2026-06-17,31000,2026-07-18,Discovery,Pipeline,2026-06-29,2026-06-29,,,synthetic,planning-v2-seed-20260920
SIM-0290,2026-07-03,A035,S010,GTX Plus Basic,Enterprise,Inbound,2026-04-25,99000,2026-07-20,Negotiation,Commit,2026-07-02,2026-07-02,,,synthetic,planning-v2-seed-20260920
SIM-0291,2026-07-03,A036,S011,GTX Plus Pro,Scale,Partner,2026-01-24,28000,2026-03-28,Won,Closed,2026-03-28,2026-03-28,2026-03-28,,synthetic,planning-v2-seed-20260920
SIM-0292,2026-07-03,A037,S012,GTX Pro,Growth,Outbound,2026-01-23,98000,2026-06-05,Lost,Closed,2026-06-05,2026-06-05,2026-06-05,Process,synthetic,planning-v2-seed-20260920
SIM-0293,2026-07-03,A038,S013,MG Advanced,Enterprise,Inbound,2026-03-30,17000,2026-06-25,Negotiation,Commit,2026-06-07,2026-06-07,,,synthetic,planning-v2-seed-20260920
SIM-0294,2026-07-03,A039,S014,MG Special,Scale,Partner,2025-12-06,31000,2026-03-29,Won,Closed,2026-03-29,2026-03-29,2026-03-29,,synthetic,planning-v2-seed-20260920
SIM-0295,2026-07-03,A040,S015,GTK 500,Growth,Outbound,2025-12-11,39000,2026-02-15,Won,Closed,2026-02-15,2026-02-15,2026-02-15,,synthetic,planning-v2-seed-20260920
SIM-0297,2026-07-03,A042,S017,GTX Plus Basic,Scale,Partner,2026-01-07,84000,2026-02-02,Won,Closed,2026-02-02,2026-02-02,2026-02-02,,synthetic,planning-v2-seed-20260920
SIM-0298,2026-07-03,A043,S018,GTX Plus Pro,Growth,Outbound,2025-12-03,10000,2026-02-11,Lost,Closed,2026-02-11,2026-02-11,2026-02-11,No decision,synthetic,planning-v2-seed-20260920
SIM-0300,2026-07-03,A045,S020,MG Advanced,Scale,Partner,2026-04-11,88000,2026-05-18,Won,Closed,2026-05-18,2026-05-18,2026-05-18,,synthetic,planning-v2-seed-20260920
SIM-0301,2026-07-03,A046,S021,MG Special,Growth,Outbound,2026-05-16,49000,2026-08-29,Discovery,Pipeline,2026-06-27,2026-06-27,,,synthetic,planning-v2-seed-20260920
SIM-0304,2026-07-03,A049,S024,GTX Plus Basic,Growth,Outbound,2026-04-14,59000,2026-07-01,Negotiation,Best Case,2026-06-15,2026-06-15,,,synthetic,planning-v2-seed-20260920
SIM-0308,2026-07-03,A053,S028,MG Special,Enterprise,Inbound,2026-05-25,59000,2026-09-16,Qualification,Pipeline,2026-06-16,2026-06-16,,,synthetic,planning-v2-seed-20260920
SIM-0310,2026-07-03,A055,S030,GTX Basic,Growth,Outbound,2026-01-19,33000,2026-03-05,Lost,Closed,2026-03-05,2026-03-05,2026-03-05,No decision,synthetic,planning-v2-seed-20260920
SIM-0316,2026-07-03,A061,S001,GTK 500,Growth,Outbound,2026-01-05,71000,2026-03-08,Won,Closed,2026-03-08,2026-03-08,2026-03-08,,synthetic,planning-v2-seed-20260920
SIM-0317,2026-07-03,A062,S002,GTX Basic,Enterprise,Inbound,2026-07-03,71000,2026-08-12,Prospecting,Pipeline,2026-07-03,2026-07-03,,,synthetic,planning-v2-seed-20260920
SIM-0318,2026-07-03,A063,S003,GTX Plus Basic,Scale,Partner,2026-01-08,90000,2026-02-12,Lost,Closed,2026-02-12,2026-02-12,2026-02-12,No decision,synthetic,planning-v2-seed-20260920
SIM-0319,2026-07-03,,S004,GTX Plus Pro,Growth,Outbound,2026-03-28,34000,2026-06-13,Negotiation,Best Case,2026-05-28,2026-05-28,,,synthetic,planning-v2-seed-20260920
SIM-0320,2026-07-03,A065,S005,GTX Pro,Enterprise,Inbound,2026-01-25,32000,2026-04-07,Lost,Closed,2026-04-07,2026-04-07,2026-04-07,Process,synthetic,planning-v2-seed-20260920
SIM-0321,2026-07-03,A066,S006,MG Advanced,Scale,Partner,2025-12-27,13000,2026-02-04,Won,Closed,2026-02-04,2026-02-04,2026-02-04,,synthetic,planning-v2-seed-20260920
SIM-0322,2026-07-03,A067,S007,MG Special,Growth,Outbound,2026-05-15,96000,2026-06-17,Won,Closed,2026-06-17,2026-06-17,2026-06-17,,synthetic,planning-v2-seed-20260920
SIM-0324,2026-07-03,A069,S009,GTX Basic,Scale,Partner,2026-01-24,35000,2026-02-27,Won,Closed,2026-02-27,2026-02-27,2026-02-27,,synthetic,planning-v2-seed-20260920
SIM-0325,2026-07-03,A070,S010,GTX Plus Basic,Growth,Outbound,2025-12-24,13000,2026-04-04,Won,Closed,2026-04-04,2026-04-04,2026-04-04,,synthetic,planning-v2-seed-20260920
SIM-0326,2026-07-03,A071,S011,GTX Plus Pro,Enterprise,Inbound,2026-03-16,24000,2026-04-28,Lost,Closed,2026-04-28,2026-04-28,2026-04-28,No decision,synthetic,planning-v2-seed-20260920
SIM-0327,2026-07-03,A072,S012,GTX Pro,Scale,Partner,2026-05-28,56000,2026-06-24,Negotiation,Commit,2026-06-18,2026-06-18,,,synthetic,planning-v2-seed-20260920
SIM-0328,2026-07-03,A073,S013,MG Advanced,Growth,Outbound,2026-02-18,11000,2026-05-01,Won,Closed,2026-05-01,2026-05-01,2026-05-01,,synthetic,planning-v2-seed-20260920
SIM-0329,2026-07-03,A074,S014,MG Special,Enterprise,Inbound,2026-03-13,89000,2026-07-10,Negotiation,Commit,2026-06-16,2026-06-16,,,synthetic,planning-v2-seed-20260920
SIM-0330,2026-07-03,A075,S015,GTK 500,Scale,Partner,2026-01-01,75000,2026-04-29,Won,Closed,2026-04-29,2026-04-29,2026-04-29,,synthetic,planning-v2-seed-20260920
SIM-0333,2026-07-03,A078,S018,GTX Plus Pro,Scale,Partner,2026-02-14,41000,2026-05-15,Won,Closed,2026-05-15,2026-05-15,2026-05-15,,synthetic,planning-v2-seed-20260920
SIM-0334,2026-07-03,A079,S019,GTX Pro,Growth,Outbound,2026-01-03,44000,2026-02-21,Lost,Closed,2026-02-21,2026-02-21,2026-02-21,No decision,synthetic,planning-v2-seed-20260920
SIM-0337,2026-07-03,A082,S022,GTK 500,Growth,Outbound,2025-12-22,21000,2026-03-02,Won,Closed,2026-03-02,2026-03-02,2026-03-02,,synthetic,planning-v2-seed-20260920
SIM-0339,2026-07-03,A084,S024,GTX Plus Basic,Scale,Partner,2026-03-22,44000,2026-06-14,Won,Closed,2026-06-14,2026-06-14,2026-06-14,,synthetic,planning-v2-seed-20260920
SIM-0340,2026-07-03,A085,S025,GTX Plus Pro,Growth,Outbound,2026-04-16,19000,2026-07-17,Negotiation,Best Case,2026-06-28,2026-06-28,,,synthetic,planning-v2-seed-20260920
SIM-0343,2026-07-03,A003,S028,MG Special,Scale,Outbound,2026-05-06,54000,2026-05-25,Negotiation,Best Case,2026-06-12,2026-06-12,,,synthetic,planning-v2-seed-20260920
SIM-0344,2026-07-03,A004,S029,GTK 500,Growth,Inbound,2025-12-21,8000,2026-05-02,Won,Closed,2026-05-02,2026-05-02,2026-05-02,,synthetic,planning-v2-seed-20260920
SIM-0345,2026-07-03,A005,S030,GTX Basic,Enterprise,Partner,2026-04-04,40000,2026-06-08,Lost,Closed,2026-06-08,2026-06-08,2026-06-08,Price,synthetic,planning-v2-seed-20260920
SIM-0351,2026-07-03,A011,S001,GTK 500,Enterprise,Partner,2026-01-08,47000,2026-03-03,Lost,Closed,2026-03-03,2026-03-03,2026-03-03,Competition,synthetic,planning-v2-seed-20260920
SIM-0352,2026-07-03,A012,S002,GTX Basic,Scale,Outbound,2026-04-10,18000,2026-06-26,Negotiation,Best Case,2026-07-03,2026-07-03,,,synthetic,planning-v2-seed-20260920
SIM-0353,2026-07-03,A013,S003,GTX Plus Basic,Growth,Inbound,2026-05-17,56000,2026-07-09,Negotiation,Commit,2026-06-28,2026-06-28,,,synthetic,planning-v2-seed-20260920
SIM-0354,2026-07-03,A014,S004,GTX Plus Pro,Enterprise,Partner,2026-04-01,37000,2026-07-02,Won,Closed,2026-07-02,2026-07-02,2026-07-02,,synthetic,planning-v2-seed-20260920
SIM-0355,2026-07-03,A015,S005,GTX Pro,Scale,Outbound,2025-12-06,94000,2026-01-28,Won,Closed,2026-01-28,2026-01-28,2026-01-28,,synthetic,planning-v2-seed-20260920
SIM-0356,2026-07-03,A016,S006,MG Advanced,Growth,Inbound,2025-12-23,70000,2026-03-14,Won,Closed,2026-03-14,2026-03-14,2026-03-14,,synthetic,planning-v2-seed-20260920
SIM-0357,2026-07-03,A017,S007,MG Special,Enterprise,Partner,2026-01-26,53000,2026-03-05,Won,Closed,2026-03-05,2026-03-05,2026-03-05,,synthetic,planning-v2-seed-20260920
SIM-0358,2026-07-03,A018,S008,GTK 500,Scale,Outbound,2026-03-29,87000,2026-08-28,Negotiation,Best Case,2026-06-30,2026-06-30,,,synthetic,planning-v2-seed-20260920
SIM-0359,2026-07-03,A019,S009,GTX Basic,Growth,Inbound,2026-03-20,71000,2026-04-26,Lost,Closed,2026-04-26,2026-04-26,2026-04-26,Competition,synthetic,planning-v2-seed-20260920
SIM-0361,2026-07-03,A021,S011,GTX Plus Pro,Scale,Outbound,2026-01-22,37000,2026-04-10,Lost,Closed,2026-04-10,2026-04-10,2026-04-10,Price,synthetic,planning-v2-seed-20260920
SIM-0362,2026-07-03,A022,S012,GTX Pro,Growth,Inbound,2026-06-23,35000,2026-10-11,Prospecting,Pipeline,2026-06-23,2026-06-23,,,synthetic,planning-v2-seed-20260920
SIM-0363,2026-07-03,A023,S013,MG Advanced,Enterprise,Partner,2026-06-01,29000,2026-09-10,Qualification,Pipeline,2026-06-21,2026-06-21,,,synthetic,planning-v2-seed-20260920
SIM-0364,2026-07-03,A024,S014,MG Special,Scale,Outbound,2026-06-24,72000,2026-09-22,Prospecting,Pipeline,2026-06-24,2026-06-24,,,synthetic,planning-v2-seed-20260920
SIM-0365,2026-07-03,A025,S015,GTK 500,Growth,Inbound,2026-06-04,89000,2026-08-30,Qualification,Pipeline,2026-06-21,2026-06-21,,,synthetic,planning-v2-seed-20260920
SIM-0367,2026-07-03,A027,S017,GTX Plus Basic,Scale,Outbound,2026-03-05,73000,2026-05-09,Lost,Closed,2026-05-09,2026-05-09,2026-05-09,Competition,synthetic,planning-v2-seed-20260920
SIM-0369,2026-07-03,A029,S019,GTX Pro,Enterprise,Partner,2026-02-22,63000,2026-05-28,Lost,Closed,2026-05-28,2026-05-28,2026-05-28,Price,synthetic,planning-v2-seed-20260920
SIM-0370,2026-07-03,A030,S020,MG Advanced,Scale,Outbound,2026-06-13,99000,2026-09-15,Qualification,Pipeline,2026-07-01,2026-07-01,,,synthetic,planning-v2-seed-20260920
SIM-0371,2026-07-03,A031,S021,MG Special,Growth,Inbound,2026-03-17,82000,2026-07-15,Negotiation,Commit,2026-06-21,2026-06-21,,,synthetic,planning-v2-seed-20260920
SIM-0372,2026-07-03,,S022,GTK 500,Enterprise,Partner,2026-04-13,67000,2026-08-19,Negotiation,Commit,2026-06-26,2026-06-26,,,synthetic,planning-v2-seed-20260920
SIM-0373,2026-07-03,A033,S023,GTX Basic,Scale,Outbound,2026-01-07,96000,2026-03-07,Lost,Closed,2026-03-07,2026-03-07,2026-03-07,Price,synthetic,planning-v2-seed-20260920
SIM-0374,2026-07-03,A034,S024,GTX Plus Basic,Growth,Inbound,2026-06-21,96000,2026-10-04,Prospecting,Pipeline,2026-06-21,2026-06-21,,,synthetic,planning-v2-seed-20260920
SIM-0375,2026-07-03,A035,S025,GTX Plus Pro,Enterprise,Partner,2026-06-14,19000,2026-10-10,Prospecting,Pipeline,2026-06-14,2026-06-14,,,synthetic,planning-v2-seed-20260920
SIM-0376,2026-07-03,A036,S026,GTX Pro,Scale,Outbound,2026-05-10,98000,2026-09-07,Discovery,Pipeline,2026-06-27,2026-06-27,,,synthetic,planning-v2-seed-20260920
SIM-0377,2026-07-03,A037,S027,MG Advanced,Growth,Inbound,2026-05-18,15000,2026-06-28,Won,Closed,2026-06-28,2026-06-28,2026-06-28,,synthetic,planning-v2-seed-20260920
SIM-0379,2026-07-03,A039,S029,GTK 500,Scale,Outbound,2026-06-21,26000,2026-07-30,Qualification,Pipeline,2026-06-28,2026-06-28,,,synthetic,planning-v2-seed-20260920
SIM-0387,2026-07-03,A047,S002,GTX Basic,Enterprise,Partner,2026-01-31,94000,2026-04-15,Won,Closed,2026-04-15,2026-04-15,2026-04-15,,synthetic,planning-v2-seed-20260920
SIM-0388,2026-07-03,A048,S003,GTX Plus Basic,Scale,Outbound,2026-03-30,59000,2026-06-15,Lost,Closed,2026-06-15,2026-06-15,2026-06-15,Process,synthetic,planning-v2-seed-20260920
SIM-0389,2026-07-03,A049,S004,GTX Plus Pro,Growth,Inbound,2025-12-10,85000,2026-01-08,Won,Closed,2026-01-08,2026-01-08,2026-01-08,,synthetic,planning-v2-seed-20260920
SIM-0390,2026-07-03,A050,S005,GTX Pro,Enterprise,Partner,2026-03-14,94000,2026-05-25,Won,Closed,2026-05-25,2026-05-25,2026-05-25,,synthetic,planning-v2-seed-20260920
SIM-0391,2026-07-03,A051,S006,MG Advanced,Scale,Outbound,2025-12-15,16000,2026-04-05,Won,Closed,2026-04-05,2026-04-05,2026-04-05,,synthetic,planning-v2-seed-20260920
SIM-0392,2026-07-03,A052,S007,MG Special,Growth,Inbound,2026-03-08,92000,2026-05-04,Lost,Closed,2026-05-04,2026-05-04,2026-05-04,Process,synthetic,planning-v2-seed-20260920
SIM-0393,2026-07-03,A053,S008,GTK 500,Enterprise,Partner,2026-03-06,14000,2026-06-26,Won,Closed,2026-06-26,2026-06-26,2026-06-26,,synthetic,planning-v2-seed-20260920
SIM-0395,2026-07-03,A055,S010,GTX Plus Basic,Growth,Inbound,2026-05-17,71000,2026-09-01,Discovery,Pipeline,2026-06-28,2026-06-28,,,synthetic,planning-v2-seed-20260920
SIM-0396,2026-07-03,A056,S011,GTX Plus Pro,Enterprise,Partner,2026-01-09,48000,2026-05-01,Won,Closed,2026-05-01,2026-05-01,2026-05-01,,synthetic,planning-v2-seed-20260920
SIM-0397,2026-07-03,A057,S012,GTX Pro,Scale,Outbound,2025-12-11,40000,2026-04-16,Won,Closed,2026-04-16,2026-04-16,2026-04-16,,synthetic,planning-v2-seed-20260920
SIM-0399,2026-07-03,A059,S014,MG Special,Enterprise,Partner,2026-05-17,14000,2026-08-27,Discovery,Pipeline,2026-06-26,2026-06-26,,,synthetic,planning-v2-seed-20260920
SIM-0401,2026-07-03,A061,S016,GTX Basic,Growth,Inbound,2026-06-25,43000,2026-09-09,Prospecting,Pipeline,2026-06-25,2026-06-25,,,synthetic,planning-v2-seed-20260920
