id,opportunity_id,seller_id,date,type,minutes,qualified_next_step,segment,source_kind,scenario_id
ACT-0254-0,SIM-0254,S009,2025-12-30,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0254-1,SIM-0254,S009,2026-01-12,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0254-2,SIM-0254,S009,2026-01-26,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0254-3,SIM-0254,S009,2026-02-08,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0254-4,SIM-0254,S009,2026-02-22,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0254-5,SIM-0254,S009,2026-03-17,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0255-0,SIM-0255,S010,2026-07-18,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0255-1,SIM-0255,S010,2026-08-04,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0255-2,SIM-0255,S010,2026-08-21,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0255-3,SIM-0255,S010,2026-09-07,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0256-0,SIM-0256,S011,2025-12-18,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0256-1,SIM-0256,S011,2025-12-23,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0256-2,SIM-0256,S011,2025-12-29,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0256-3,SIM-0256,S011,2026-01-03,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0256-4,SIM-0256,S011,2026-01-09,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0256-5,SIM-0256,S011,2026-02-06,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0257-0,SIM-0257,S012,2026-08-18,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0257-1,SIM-0257,S012,2026-09-09,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0258-0,SIM-0258,S013,2026-07-05,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0258-1,SIM-0258,S013,2026-07-22,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0258-2,SIM-0258,S013,2026-08-08,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0258-3,SIM-0258,S013,2026-08-25,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0258-4,SIM-0258,S013,2026-09-11,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0259-0,SIM-0259,S014,2026-02-10,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0259-1,SIM-0259,S014,2026-03-05,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0259-2,SIM-0259,S014,2026-03-29,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0259-3,SIM-0259,S014,2026-04-21,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0259-4,SIM-0259,S014,2026-05-15,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0259-5,SIM-0259,S014,2026-06-18,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0260-0,SIM-0260,S015,2026-02-08,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0260-1,SIM-0260,S015,2026-02-27,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0260-2,SIM-0260,S015,2026-03-18,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0260-3,SIM-0260,S015,2026-04-06,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0260-4,SIM-0260,S015,2026-04-25,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0260-5,SIM-0260,S015,2026-05-27,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0261-0,SIM-0261,S016,2025-12-16,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0261-1,SIM-0261,S016,2026-01-08,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0261-2,SIM-0261,S016,2026-01-31,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0261-3,SIM-0261,S016,2026-02-24,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0261-4,SIM-0261,S016,2026-03-19,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0261-5,SIM-0261,S016,2026-04-28,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0262-0,SIM-0262,S017,2025-12-31,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0262-1,SIM-0262,S017,2026-01-21,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0262-2,SIM-0262,S017,2026-02-12,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0262-3,SIM-0262,S017,2026-03-06,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0262-4,SIM-0262,S017,2026-03-28,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0262-5,SIM-0262,S017,2026-04-17,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0263-0,SIM-0263,S018,2026-01-14,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0263-1,SIM-0263,S018,2026-01-27,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0263-2,SIM-0263,S018,2026-02-10,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0263-3,SIM-0263,S018,2026-02-23,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0263-4,SIM-0263,S018,2026-03-09,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0263-5,SIM-0263,S018,2026-03-18,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0264-0,SIM-0264,S019,2026-05-16,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0264-1,SIM-0264,S019,2026-05-26,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0264-2,SIM-0264,S019,2026-06-05,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0264-3,SIM-0264,S019,2026-06-15,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0264-4,SIM-0264,S019,2026-06-25,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0264-5,SIM-0264,S019,2026-07-21,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0265-0,SIM-0265,S020,2026-08-30,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0266-0,SIM-0266,S021,2026-09-09,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0267-0,SIM-0267,S022,2026-09-14,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0268-0,SIM-0268,S023,2026-02-18,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0268-1,SIM-0268,S023,2026-03-04,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0268-2,SIM-0268,S023,2026-03-19,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0268-3,SIM-0268,S023,2026-04-03,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0268-4,SIM-0268,S023,2026-04-18,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0268-5,SIM-0268,S023,2026-05-10,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0269-0,SIM-0269,S024,2026-08-07,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0269-1,SIM-0269,S024,2026-08-23,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0269-2,SIM-0269,S024,2026-09-08,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0270-0,SIM-0270,S025,2026-04-12,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0270-1,SIM-0270,S025,2026-04-30,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0270-2,SIM-0270,S025,2026-05-19,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0270-3,SIM-0270,S025,2026-06-06,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0270-4,SIM-0270,S025,2026-06-25,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0270-5,SIM-0270,S025,2026-08-06,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0271-0,SIM-0271,S026,2026-04-24,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0271-1,SIM-0271,S026,2026-05-17,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0271-2,SIM-0271,S026,2026-06-09,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0271-3,SIM-0271,S026,2026-07-02,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0271-4,SIM-0271,S026,2026-07-25,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0271-5,SIM-0271,S026,2026-08-17,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0272-0,SIM-0272,S027,2026-07-29,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0272-1,SIM-0272,S027,2026-08-07,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0272-2,SIM-0272,S027,2026-08-16,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0272-3,SIM-0272,S027,2026-08-25,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0272-4,SIM-0272,S027,2026-09-03,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0273-0,SIM-0273,S028,2026-09-03,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0274-0,SIM-0274,S029,2026-01-08,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0274-1,SIM-0274,S029,2026-01-14,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0274-2,SIM-0274,S029,2026-01-21,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0274-3,SIM-0274,S029,2026-01-27,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0274-4,SIM-0274,S029,2026-02-03,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0274-5,SIM-0274,S029,2026-02-20,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0275-0,SIM-0275,S030,2026-08-17,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0275-1,SIM-0275,S030,2026-08-28,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0275-2,SIM-0275,S030,2026-09-09,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0276-0,SIM-0276,S031,2026-09-08,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0277-0,SIM-0277,S032,2026-07-28,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0277-1,SIM-0277,S032,2026-08-04,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0277-2,SIM-0277,S032,2026-08-11,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0277-3,SIM-0277,S032,2026-08-18,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0277-4,SIM-0277,S032,2026-08-25,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0277-5,SIM-0277,S032,2026-09-04,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0278-0,SIM-0278,S033,2026-07-24,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0278-1,SIM-0278,S033,2026-08-15,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0278-2,SIM-0278,S033,2026-09-07,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0279-0,SIM-0279,S034,2026-07-02,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0279-1,SIM-0279,S034,2026-07-20,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0279-2,SIM-0279,S034,2026-08-08,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0279-3,SIM-0279,S034,2026-08-27,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0279-4,SIM-0279,S034,2026-09-15,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0280-0,SIM-0280,S035,2026-09-16,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0281-0,SIM-0281,S001,2026-02-16,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0281-1,SIM-0281,S001,2026-02-23,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0281-2,SIM-0281,S001,2026-03-02,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0281-3,SIM-0281,S001,2026-03-09,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0281-4,SIM-0281,S001,2026-03-16,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0281-5,SIM-0281,S001,2026-04-11,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0282-0,SIM-0282,S002,2026-03-19,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0282-1,SIM-0282,S002,2026-03-27,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0282-2,SIM-0282,S002,2026-04-04,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0282-3,SIM-0282,S002,2026-04-13,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0282-4,SIM-0282,S002,2026-04-21,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0282-5,SIM-0282,S002,2026-05-15,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0283-0,SIM-0283,S003,2026-07-16,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0283-1,SIM-0283,S003,2026-07-22,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0283-2,SIM-0283,S003,2026-07-29,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0283-3,SIM-0283,S003,2026-08-04,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0283-4,SIM-0283,S003,2026-08-11,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0283-5,SIM-0283,S003,2026-09-07,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0284-0,SIM-0284,S004,2026-01-02,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0284-1,SIM-0284,S004,2026-01-10,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0284-2,SIM-0284,S004,2026-01-19,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0284-3,SIM-0284,S004,2026-01-28,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0284-4,SIM-0284,S004,2026-02-06,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0284-5,SIM-0284,S004,2026-03-08,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0285-0,SIM-0285,S005,2026-05-29,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0285-1,SIM-0285,S005,2026-06-04,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0285-2,SIM-0285,S005,2026-06-10,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0285-3,SIM-0285,S005,2026-06-16,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0285-4,SIM-0285,S005,2026-06-22,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0285-5,SIM-0285,S005,2026-06-27,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0286-0,SIM-0286,S006,2026-01-29,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0286-1,SIM-0286,S006,2026-02-12,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0286-2,SIM-0286,S006,2026-02-26,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0286-3,SIM-0286,S006,2026-03-12,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0286-4,SIM-0286,S006,2026-03-26,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0286-5,SIM-0286,S006,2026-05-01,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0287-0,SIM-0287,S007,2026-08-28,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0288-0,SIM-0288,S008,2026-04-15,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0288-1,SIM-0288,S008,2026-04-20,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0288-2,SIM-0288,S008,2026-04-25,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0288-3,SIM-0288,S008,2026-04-30,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0288-4,SIM-0288,S008,2026-05-05,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0288-5,SIM-0288,S008,2026-05-25,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0289-0,SIM-0289,S009,2026-06-17,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0289-1,SIM-0289,S009,2026-06-23,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0289-2,SIM-0289,S009,2026-06-29,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0289-3,SIM-0289,S009,2026-07-05,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0289-4,SIM-0289,S009,2026-07-11,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0289-5,SIM-0289,S009,2026-07-15,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0290-0,SIM-0290,S010,2026-04-25,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0290-1,SIM-0290,S010,2026-05-12,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0290-2,SIM-0290,S010,2026-05-29,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0290-3,SIM-0290,S010,2026-06-15,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0290-4,SIM-0290,S010,2026-07-02,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0290-5,SIM-0290,S010,2026-07-22,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0291-0,SIM-0291,S011,2026-01-24,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0291-1,SIM-0291,S011,2026-02-04,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0291-2,SIM-0291,S011,2026-02-15,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0291-3,SIM-0291,S011,2026-02-26,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0291-4,SIM-0291,S011,2026-03-09,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0291-5,SIM-0291,S011,2026-03-28,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0292-0,SIM-0292,S012,2026-01-23,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0292-1,SIM-0292,S012,2026-02-15,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0292-2,SIM-0292,S012,2026-03-11,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0292-3,SIM-0292,S012,2026-04-03,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0292-4,SIM-0292,S012,2026-04-27,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0292-5,SIM-0292,S012,2026-06-05,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0293-0,SIM-0293,S013,2026-03-30,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0293-1,SIM-0293,S013,2026-04-16,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0293-2,SIM-0293,S013,2026-05-03,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0293-3,SIM-0293,S013,2026-05-21,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0293-4,SIM-0293,S013,2026-06-07,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0293-5,SIM-0293,S013,2026-07-13,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0294-0,SIM-0294,S014,2025-12-06,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0294-1,SIM-0294,S014,2025-12-28,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0294-2,SIM-0294,S014,2026-01-19,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0294-3,SIM-0294,S014,2026-02-11,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0294-4,SIM-0294,S014,2026-03-05,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0294-5,SIM-0294,S014,2026-03-29,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0295-0,SIM-0295,S015,2025-12-11,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0295-1,SIM-0295,S015,2025-12-21,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0295-2,SIM-0295,S015,2025-12-31,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0295-3,SIM-0295,S015,2026-01-10,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0295-4,SIM-0295,S015,2026-01-20,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0295-5,SIM-0295,S015,2026-02-15,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0296-0,SIM-0296,S016,2026-09-09,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0296-1,SIM-0296,S016,2026-09-16,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0297-0,SIM-0297,S017,2026-01-07,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0297-1,SIM-0297,S017,2026-01-12,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0297-2,SIM-0297,S017,2026-01-17,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0297-3,SIM-0297,S017,2026-01-22,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0297-4,SIM-0297,S017,2026-01-27,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0297-5,SIM-0297,S017,2026-02-02,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0298-0,SIM-0298,S018,2025-12-03,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0298-1,SIM-0298,S018,2025-12-17,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0298-2,SIM-0298,S018,2025-12-31,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0298-3,SIM-0298,S018,2026-01-14,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0298-4,SIM-0298,S018,2026-01-28,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0298-5,SIM-0298,S018,2026-02-11,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0299-0,SIM-0299,S019,2026-07-28,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0299-1,SIM-0299,S019,2026-08-02,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0299-2,SIM-0299,S019,2026-08-08,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0299-3,SIM-0299,S019,2026-08-13,Discovery,45,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0299-4,SIM-0299,S019,2026-08-19,Admin,35,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0299-5,SIM-0299,S019,2026-09-05,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0300-0,SIM-0300,S020,2026-04-11,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0300-1,SIM-0300,S020,2026-04-18,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0300-2,SIM-0300,S020,2026-04-25,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0300-3,SIM-0300,S020,2026-05-03,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0300-4,SIM-0300,S020,2026-05-10,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0300-5,SIM-0300,S020,2026-05-18,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0301-0,SIM-0301,S021,2026-05-16,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0301-1,SIM-0301,S021,2026-06-06,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0301-2,SIM-0301,S021,2026-06-27,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0301-3,SIM-0301,S021,2026-07-18,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0301-4,SIM-0301,S021,2026-08-08,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0301-5,SIM-0301,S021,2026-09-04,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0302-0,SIM-0302,S022,2026-09-17,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0303-0,SIM-0303,S023,2026-08-10,Admin,35,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0303-1,SIM-0303,S023,2026-08-21,Discovery,45,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0303-2,SIM-0303,S023,2026-09-02,Admin,35,True,Scale,synthetic,planning-v2-seed-20260920
ACT-0303-3,SIM-0303,S023,2026-09-14,Discovery,45,False,Scale,synthetic,planning-v2-seed-20260920
ACT-0304-0,SIM-0304,S024,2026-04-14,Admin,35,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0304-1,SIM-0304,S024,2026-04-29,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0304-2,SIM-0304,S024,2026-05-15,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0304-3,SIM-0304,S024,2026-05-30,Discovery,45,False,Growth,synthetic,planning-v2-seed-20260920
ACT-0304-4,SIM-0304,S024,2026-06-15,Admin,35,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0304-5,SIM-0304,S024,2026-07-19,Discovery,45,True,Growth,synthetic,planning-v2-seed-20260920
ACT-0305-0,SIM-0305,S025,2026-07-04,Admin,35,False,Enterprise,synthetic,planning-v2-seed-20260920
ACT-0305-1,SIM-0305,S025,2026-07-27,Discovery,45,True,Enterprise,synthetic,planning-v2-seed-20260920
